Label (Grouping),Citizens 18 years and over, AGE, 18 to 29 years, 30 to 44 years, 45 to 64 years, 65 years and over, SEX, Male, Female, RACE AND HISPANIC ORIGIN, White alone, Black or African American alone, Asian alone, American Indian and Alaska Native alone, Native Hawaiian and Other Pacific Islander alone, Some Other Race alone, Two or More Races, Hispanic or Latino," White alone, Not Hispanic or Latino", EDUCATIONAL ATTAINMENT, Less than 9th grade," 9th to 12th grade, no diploma", High school graduate (includes equivalency)," Some college, no degree", Associate's degree, Bachelor's degree, Graduate or professional degree, High school degree or higher, Bachelor's degree or higher, POVERTY STATUS," Total Citizens, 18 years and older, for whom poverty status is determined", Income in the past 12 months below poverty level, Income in the past 12 months at or above the poverty level, HOUSEHOLD INCOME (IN 2019 INFLATION-ADJUSTED DOLLARS)," Median Household Income for Households with a Citizen, Voting-Age Householder"
"Congressional District 3 (116th Congress), Texas!!Percent!!Estimate",(X),,19.10%,27.20%,36.80%,17.00%,,47.90%,52.10%,,73.80%,10.60%,11.90%,N,N,1.40%,1.80%,10.50%,64.90%,,1.60%,2.70%,17.10%,21.60%,7.70%,31.90%,17.40%,95.70%,49.30%,,(X),4.80%,95.20%,,(X)
"Congressional District 3 (116th Congress), Texas!!Percent!!Margin of Error",(X),,±0.6,±0.7,±0.7,±0.5,,±0.5,±0.5,,±0.9,±0.7,±0.6,N,N,±0.4,±0.3,±0.9,±1.0,,±0.4,±0.5,±1.2,±1.1,±0.7,±1.1,±0.9,±0.6,±1.3,,(X),±0.8,±0.8,,(X)
"Congressional District 4 (116th Congress), Texas!!Total!!Estimate","562,550",,"104,912","133,876","194,261","129,501",,"272,070","290,480",,"465,031","62,142","7,008",N,N,"10,742",N,"52,870","427,449",,"19,800","42,294","174,615","153,598","48,273","79,811","44,159","500,456","123,970",,"546,651","61,397","485,254",,"60,296"
"Congressional District 4 (116th Congress), Texas!!Total!!Margin of Error","±5,515",,"±3,568","±4,702","±4,690","±3,126",,"±3,888","±3,760",,"±5,715","±3,818","±1,605",N,N,"±2,355",N,"±3,166","±5,013",,"±2,782","±3,670","±6,454","±6,118","±3,820","±5,163","±4,607","±6,313","±6,522",,"±6,449","±4,678","±7,506",,"±1,672"
"Congressional District 4 (116th Congress), Texas!!Percent!!Estimate",(X),,18.60%,23.80%,34.50%,23.00%,,48.40%,51.60%,,82.70%,11.00%,1.20%,N,N,1.90%,N,9.40%,76.00%,,3.50%,7.50%,31.00%,27.30%,8.60%,14.20%,7.80%,89.00%,22.00%,,(X),11.20%,88.80%,,(X)
"Congressional District 4 (116th Congress), Texas!!Percent!!Margin of Error",(X),,±0.6,±0.8,±0.8,±0.6,,±0.5,±0.5,,±0.7,±0.7,±0.3,N,N,±0.4,N,±0.5,±0.6,,±0.5,±0.7,±1.1,±1.1,±0.7,±0.9,±0.8,±0.8,±1.1,,(X),±0.8,±0.8,,(X)
"Congressional District 5 (116th Congress), Texas!!Total!!Estimate","495,961",,"102,701","125,177","159,453","108,630",,"243,301","252,660",,"383,893","81,819","8,709",N,N,"10,244","8,053","87,826","309,104",,"17,493","43,251","165,546","127,928","40,672","68,237","32,834","435,217","101,071",,"473,172","46,456","426,716",,"58,798"
"Congressional District 5 (116th Congress), Texas!!Total!!Margin of Error","±8,718",,"±5,307","±5,572","±5,360","±3,618",,"±5,303","±5,748",,"±8,004","±6,468","±2,295",N,N,"±2,365","±2,304","±5,497","±6,115",,"±2,620","±3,848","±6,154","±6,983","±4,064","±4,880","±3,419","±8,103","±5,869",,"±8,476","±4,038","±9,406",,"±2,367"
"Congressional District 5 (116th Congress), Texas!!Percent!!Estimate",(X),,20.70%,25.20%,32.20%,21.90%,,49.10%,50.90%,,77.40%,16.50%,1.80%,N,N,2.10%,1.60%,17.70%,62.30%,,3.50%,8.70%,33.40%,25.80%,8.20%,13.80%,6.60%,87.80%,20.40%,,(X),9.80%,90.20%,,(X)
"Congressional District 5 (116th Congress), Texas!!Percent!!Margin of Error",(X),,±1.0,±1.0,±0.9,±0.7,,±0.7,±0.7,,±1.3,±1.2,±0.5,N,N,±0.5,±0.5,±1.1,±1.1,,±0.5,±0.7,±1.3,±1.4,±0.8,±0.9,±0.7,±0.9,±1.0,,(X),±0.9,±0.9,,(X)
"Congressional District 6 (116th Congress), Texas!!Total!!Estimate","554,164",,"123,749","146,625","185,829","97,961",,"263,192","290,972",,"371,325","118,828","25,171",N,N,"22,965","13,213","101,560","293,870",,"11,646","34,081","148,893","148,895","47,274","111,013","52,362","508,437","163,375",,"548,153","39,038","509,115",,"73,078"
"Congressional District 6 (116th Congress), Texas!!Total!!Margin of Error","±12,077",,"±7,099","±6,865","±7,347","±3,957",,"±6,950","±7,187",,"±9,778","±9,194","±4,003",N,N,"±4,512","±3,055","±8,121","±7,049",,"±2,529","±4,579","±9,280","±8,198","±4,074","±7,323","±4,675","±12,149","±8,959",,"±12,368","±4,811","±12,903",,"±2,734"
"Congressional District 6 (116th Congress), Texas!!Percent!!Estimate",(X),,22.30%,26.50%,33.50%,17.70%,,47.50%,52.50%,,67.00%,21.40%,4.50%,N,N,4.10%,2.40%,18.30%,53.00%,,2.10%,6.10%,26.90%,26.90%,8.50%,20.00%,9.40%,91.70%,29.50%,,(X),7.10%,92.90%,,(X)
"Congressional District 6 (116th Congress), Texas!!Percent!!Margin of Error",(X),,±1.1,±1.1,±1.1,±0.8,,±0.7,±0.7,,±1.5,±1.5,±0.7,N,N,±0.8,±0.5,±1.3,±1.3,,±0.5,±0.8,±1.5,±1.4,±0.7,±1.2,±0.8,±0.9,±1.5,,(X),±0.9,±0.9,,(X)
"Congressional District 7 (116th Congress), Texas!!Total!!Estimate","466,858",,"101,148","132,925","149,087","83,698",,"222,914","243,944",,"304,235","80,832","44,877",N,N,"22,516","10,126","102,459","228,743",,"10,048","16,554","73,384","99,327","34,557","146,932","86,056","440,256","232,988",,"465,962","32,095","433,867",,"78,793"
"Congressional District 7 (116th Congress), Texas!!Total!!Margin of Error","±17,770",,"±7,662","±9,035","±8,562","±5,160",,"±10,634","±10,402",,"±13,261","±10,324","±5,727",N,N,"±5,375","±2,573","±10,239","±10,983",,"±3,095","±3,170","±7,278","±9,359","±4,641","±10,605","±5,423","±17,154","±12,664",,"±17,866","±4,924","±17,525",,"±4,143"
"Congressional District 7 (116th Congress), Texas!!Percent!!Estimate",(X),,21.70%,28.50%,31.90%,17.90%,,47.70%,52.30%,,65.20%,17.30%,9.60%,N,N,4.80%,2.20%,21.90%,49.00%,,2.20%,3.50%,15.70%,21.30%,7.40%,31.50%,18.40%,94.30%,49.90%,,(X),6.90%,93.10%,,(X)
"Congressional District 7 (116th Congress), Texas!!Percent!!Margin of Error",(X),,±1.3,±1.5,±1.4,±1.1,,±1.2,±1.2,,±2.0,±2.0,±1.2,N,N,±1.1,±0.6,±1.9,±2.2,,±0.7,±0.6,±1.3,±1.9,±1.0,±1.8,±1.1,±1.0,±2.0,,(X),±1.0,±1.0,,(X)
"Congressional District 8 (116th Congress), Texas!!Total!!Estimate","600,690",,"125,341","147,563","203,288","124,498",,"305,328","295,362",,"513,332","51,833","12,875",N,N,"9,916","11,265","93,035","432,850",,"15,912","42,079","164,306","161,034","45,316","119,969","52,074","542,699","172,043",,"576,148","47,922","528,226",,"81,857"
"Congressional District 8 (116th Congress), Texas!!Total!!Margin of Error","±11,666",,"±4,195","±5,943","±5,597","±5,088",,"±7,355","±6,540",,"±10,729","±4,005","±2,443",N,N,"±2,343","±2,395","±7,266","±7,780",,"±2,776","±4,692","±8,542","±9,143","±6,114","±7,272","±4,805","±11,793","±8,365",,"±11,889","±5,918","±11,807",,"±2,793"
"Congressional District 8 (116th Congress), Texas!!Percent!!Estimate",(X),,20.90%,24.60%,33.80%,20.70%,,50.80%,49.20%,,85.50%,8.60%,2.10%,N,N,1.70%,1.90%,15.50%,72.10%,,2.60%,7.00%,27.40%,26.80%,7.50%,20.00%,8.70%,90.30%,28.60%,,(X),8.30%,91.70%,,(X)
"Congressional District 8 (116th Congress), Texas!!Percent!!Margin of Error",(X),,±0.6,±0.9,±0.7,±0.7,,±0.6,±0.6,,±0.7,±0.6,±0.4,N,N,±0.4,±0.4,±1.0,±1.0,,±0.5,±0.8,±1.3,±1.4,±1.0,±1.1,±0.8,±0.9,±1.3,,(X),±1.0,±1.0,,(X)
"Congressional District 9 (116th Congress), Texas!!Total!!Estimate","434,566",,"103,788","114,489","137,813","78,476",,"209,514","225,052",,"137,104","203,707","52,459",N,N,"29,522","10,242","109,553","64,198",,"25,265","33,819","117,051","109,425","32,455","78,921","37,630","375,482","116,551",,"432,594","66,619","365,975",,"51,922"
"Congressional District 9 (116th Congress), Texas!!Total!!Margin of Error","±17,325",,"±9,385","±9,602","±7,600","±4,828",,"±10,168","±11,028",,"±10,684","±12,929","±6,034",N,N,"±5,211","±2,900","±10,499","±5,976",,"±3,937","±4,331","±9,353","±9,214","±4,761","±5,132","±4,573","±16,405","±6,935",,"±17,380","±8,583","±17,118",,"±2,444"
"Congressional District 9 (116th Congress), Texas!!Percent!!Estimate",(X),,23.90%,26.30%,31.70%,18.10%,,48.20%,51.80%,,31.50%,46.90%,12.10%,N,N,6.80%,2.40%,25.20%,14.80%,,5.80%,7.80%,26.90%,25.20%,7.50%,18.20%,8.70%,86.40%,26.80%,,(X),15.40%,84.60%,,(X)
"Congressional District 9 (116th Congress), Texas!!Percent!!Margin of Error",(X),,±1.7,±1.8,±1.4,±1.1,,±1.4,±1.4,,±2.0,±2.4,±1.3,N,N,±1.2,±0.7,±2.0,±1.4,,±0.9,±0.9,±1.6,±1.8,±1.1,±1.0,±1.1,±1.4,±1.6,,(X),±1.9,±1.9,,(X)
"Congressional District 10 (116th Congress), Texas!!Total!!Estimate","604,700",,"123,655","171,822","199,666","109,557",,"290,071","314,629",,"451,234","81,105","26,079",N,N,"28,540","14,568","126,516","361,488",,"13,122","28,340","133,524","145,099","45,923","157,699","80,993","563,238","238,692",,"592,502","37,884","554,618",,"83,740"
"Congressional District 10 (116th Congress), Texas!!Total!!Margin of Error","±15,678",,"±7,334","±8,916","±8,535","±5,681",,"±9,339","±10,765",,"±13,337","±8,390","±3,685",N,N,"±5,220","±2,673","±9,841","±11,272",,"±2,578","±4,447","±9,332","±9,171","±4,637","±8,806","±4,833","±15,037","±10,162",,"±15,442","±5,138","±15,579",,"±3,108"
"Congressional District 10 (116th Congress), Texas!!Percent!!Estimate",(X),,20.40%,28.40%,33.00%,18.10%,,48.00%,52.00%,,74.60%,13.40%,4.30%,N,N,4.70%,2.40%,20.90%,59.80%,,2.20%,4.70%,22.10%,24.00%,7.60%,26.10%,13.40%,93.10%,39.50%,,(X),6.40%,93.60%,,(X)
"Congressional District 10 (116th Congress), Texas!!Percent!!Margin of Error",(X),,±1.0,±1.3,±1.2,±0.9,,±1.0,±1.0,,±1.6,±1.3,±0.6,N,N,±0.8,±0.4,±1.4,±1.7,,±0.4,±0.7,±1.4,±1.3,±0.8,±1.4,±0.8,±0.8,±1.6,,(X),±0.9,±0.9,,(X)
"Congressional District 11 (116th Congress), Texas!!Total!!Estimate","543,743",,"121,081","139,937","163,101","119,624",,"265,375","278,368",,"467,995","23,748","4,277",N,N,"34,909",N,"172,470","337,563",,"22,685","47,931","164,148","149,654","38,555","82,100","38,670","473,127","120,770",,"526,536","51,367","475,169",,"65,450"
"Congressional District 11 (116th Congress), Texas!!Total!!Margin of Error","±7,588",,"±4,063","±4,774","±5,098","±3,386",,"±5,475","±4,442",,"±8,325","±2,479",±988,N,N,"±5,994",N,"±5,458","±3,681",,"±2,944","±4,677","±7,647","±6,942","±3,918","±5,020","±3,342","±7,799","±6,682",,"±7,620","±5,798","±8,479",,"±1,974"
"Congressional District 11 (116th Congress), Texas!!Percent!!Estimate",(X),,22.30%,25.70%,30.00%,22.00%,,48.80%,51.20%,,86.10%,4.40%,0.80%,N,N,6.40%,N,31.70%,62.10%,,4.20%,8.80%,30.20%,27.50%,7.10%,15.10%,7.10%,87.00%,22.20%,,(X),9.80%,90.20%,,(X)
"Congressional District 11 (116th Congress), Texas!!Percent!!Margin of Error",(X),,±0.6,±0.9,±0.8,±0.5,,±0.6,±0.6,,±1.2,±0.4,±0.2,N,N,±1.1,N,±0.7,±0.7,,±0.5,±0.8,±1.4,±1.2,±0.7,±0.9,±0.6,±1.0,±1.2,,(X),±1.1,±1.1,,(X)
"Congressional District 12 (116th Congress), Texas!!Total!!Estimate","584,149",,"125,452","164,555","185,420","108,722",,"279,144","305,005",,"478,853","56,672","16,416",N,N,"14,743",N,"94,959","403,104",,"15,693","34,512","159,372","143,954","53,383","121,063","56,172","533,944","177,235",,"570,504","44,431","526,073",,"74,863"
"Congressional District 12 (116th Congress), Texas!!Total!!Margin of Error","±12,195",,"±6,355","±6,026","±6,722","±4,341",,"±7,010","±7,629",,"±10,870","±6,220","±3,507",N,N,"±3,338",N,"±6,947","±9,290",,"±2,767","±4,019","±9,979","±7,880","±5,371","±6,547","±4,412","±13,097","±8,012",,"±12,286","±5,322","±11,837",,"±2,364"
"Congressional District 12 (116th Congress), Texas!!Percent!!Estimate",(X),,21.50%,28.20%,31.70%,18.60%,,47.80%,52.20%,,82.00%,9.70%,2.80%,N,N,2.50%,N,16.30%,69.00%,,2.70%,5.90%,27.30%,24.60%,9.10%,20.70%,9.60%,91.40%,30.30%,,(X),7.80%,92.20%,,(X)
"Congressional District 12 (116th Congress), Texas!!Percent!!Margin of Error",(X),,±0.9,±1.0,±1.0,±0.6,,±0.7,±0.7,,±1.2,±1.0,±0.6,N,N,±0.6,N,±1.1,±1.3,,±0.5,±0.7,±1.4,±1.3,±0.9,±1.1,±0.7,±0.9,±1.3,,(X),±0.9,±0.9,,(X)
"Congressional District 13 (116th Congress), Texas!!Total!!Estimate","495,640",,"105,910","122,992","155,144","111,594",,"252,023","243,617",,"434,086","27,795","6,624",N,N,"10,966",N,"102,405","348,849",,"17,820","39,575","170,925","127,607","40,333","69,828","29,552","438,245","99,380",,"466,442","52,969","413,473",,"54,688"
"Congressional District 13 (116th Congress), Texas!!Total!!Margin of Error","±5,500",,"±2,908","±3,495","±3,414","±2,079",,"±3,333","±3,370",,"±5,614","±1,828","±1,494",N,N,"±2,179",N,"±3,833","±2,864",,"±2,200","±3,764","±5,582","±5,364","±3,213","±3,791","±2,726","±5,919","±4,596",,"±6,631","±4,328","±6,913",,"±1,609"
"Congressional District 13 (116th Congress), Texas!!Percent!!Estimate",(X),,21.40%,24.80%,31.30%,22.50%,,50.80%,49.20%,,87.60%,5.60%,1.30%,N,N,2.20%,N,20.70%,70.40%,,3.60%,8.00%,34.50%,25.70%,8.10%,14.10%,6.00%,88.40%,20.10%,,(X),11.40%,88.60%,,(X)
"Congressional District 13 (116th Congress), Texas!!Percent!!Margin of Error",(X),,±0.5,±0.6,±0.6,±0.4,,±0.4,±0.4,,±0.6,±0.4,±0.3,N,N,±0.4,N,±0.6,±0.6,,±0.4,±0.7,±1.1,±1.0,±0.6,±0.7,±0.5,±0.7,±0.9,,(X),±0.9,±0.9,,(X)
"Congressional District 14 (116th Congress), Texas!!Total!!Estimate","532,061",,"113,916","131,158","181,224","105,763",,"266,890","265,171",,"394,442","107,296","13,261",N,N,"6,850","8,298","102,886","301,275",,"17,308","34,468","160,803","145,329","48,140","85,904","40,109","480,285","126,013",,"502,417","48,532","453,885",,"68,213"
"Congressional District 14 (116th Congress), Texas!!Total!!Margin of Error","±6,924",,"±3,645","±4,271","±3,996","±2,369",,"±4,938","±4,286",,"±5,910","±4,270","±1,963",N,N,"±1,757","±2,482","±4,511","±4,419",,"±2,793","±2,785","±6,773","±6,179","±3,681","±5,730","±3,955","±7,053","±7,313",,"±7,764","±4,321","±9,058",,"±3,226"
"Congressional District 14 (116th Congress), Texas!!Percent!!Estimate",(X),,21.40%,24.70%,34.10%,19.90%,,50.20%,49.80%,,74.10%,20.20%,2.50%,N,N,1.30%,1.60%,19.30%,56.60%,,3.30%,6.50%,30.20%,27.30%,9.00%,16.10%,7.50%,90.30%,23.70%,,(X),9.70%,90.30%,,(X)
"Congressional District 14 (116th Congress), Texas!!Percent!!Margin of Error",(X),,±0.6,±0.7,±0.6,±0.4,,±0.6,±0.6,,±0.7,±0.7,±0.4,N,N,±0.3,±0.5,±0.7,±0.8,,±0.5,±0.5,±1.3,±1.1,±0.7,±1.0,±0.7,±0.7,±1.3,,(X),±0.9,±0.9,,(X)
"Congressional District 15 (116th Congress), Texas!!Total!!Estimate","450,561",,"127,451","120,585","124,116","78,409",,"225,052","225,509",,"386,924","11,508","4,984",N,N,"37,097","8,908","340,375","89,231",,"32,700","52,259","128,444","114,163","29,677","64,257","29,061","365,602","93,318",,"437,907","59,408","378,499",,"55,520"
"Congressional District 15 (116th Congress), Texas!!Total!!Margin of Error","±10,193",,"±5,281","±5,750","±5,864","±3,852",,"±7,157","±5,752",,"±9,509","±1,560","±1,345",N,N,"±6,101","±2,285","±9,102","±3,449",,"±3,345","±6,080","±7,848","±7,199","±3,500","±5,359","±2,859","±11,663","±6,215",,"±10,143","±6,951","±11,632",,"±3,198"
"Congressional District 15 (116th Congress), Texas!!Percent!!Estimate",(X),,28.30%,26.80%,27.50%,17.40%,,49.90%,50.10%,,85.90%,2.60%,1.10%,N,N,8.20%,2.00%,75.50%,19.80%,,7.30%,11.60%,28.50%,25.30%,6.60%,14.30%,6.40%,81.10%,20.70%,,(X),13.60%,86.40%,,(X)
"Congressional District 15 (116th Congress), Texas!!Percent!!Margin of Error",(X),,±0.9,±1.1,±1.1,±0.8,,±0.9,±0.9,,±1.4,±0.3,±0.3,N,N,±1.3,±0.5,±0.8,±0.7,,±0.7,±1.3,±1.5,±1.5,±0.8,±1.1,±0.7,±1.6,±1.3,,(X),±1.6,±1.6,,(X)
"Congressional District 16 (116th Congress), Texas!!Total!!Estimate","476,360",,"137,994","124,912","135,371","78,083",,"238,976","237,384",,"382,427","19,879","6,114",N,N,"52,016","12,189","370,410","74,817",,"28,190","33,153","132,025","125,731","47,435","77,615","32,211","415,017","109,826",,"465,293","66,212","399,081",,"51,875"
"Congressional District 16 (116th Congress), Texas!!Total!!Margin of Error","±7,173",,"±3,862","±4,632","±4,288","±2,757",,"±4,781","±4,252",,"±10,769","±1,784",±991,N,N,"±7,895","±2,226","±7,080","±1,708",,"±2,972","±3,980","±8,603","±6,967","±3,929","±6,027","±3,826","±8,401","±7,418",,"±7,168","±6,124","±8,885",,"±1,806"
"Congressional District 16 (116th Congress), Texas!!Percent!!Estimate",(X),,29.00%,26.20%,28.40%,16.40%,,50.20%,49.80%,,80.30%,4.20%,1.30%,N,N,10.90%,2.60%,77.80%,15.70%,,5.90%,7.00%,27.70%,26.40%,10.00%,16.30%,6.80%,87.10%,23.10%,,(X),14.20%,85.80%,,(X)
"Congressional District 16 (116th Congress), Texas!!Percent!!Margin of Error",(X),,±0.7,±0.9,±0.8,±0.5,,±0.6,±0.6,,±1.8,±0.4,±0.2,N,N,±1.7,±0.5,±0.5,±0.4,,±0.6,±0.8,±1.7,±1.4,±0.8,±1.3,±0.8,±1.0,±1.6,,(X),±1.3,±1.3,,(X)
"Congressional District 17 (116th Congress), Texas!!Total!!Estimate","558,009",,"171,305","129,048","161,667","95,989",,"274,324","283,685",,"438,984","78,698","15,667",N,N,"8,577","12,901","113,508","339,392",,"15,730","39,020","148,631","155,408","44,723","101,841","52,656","503,259","154,497",,"530,310","83,743","446,567",,"60,121"
"Congressional District 17 (116th Congress), Texas!!Total!!Margin of Error","±9,896",,"±5,217","±5,982","±5,677","±2,980",,"±6,044","±5,701",,"±8,136","±5,299","±2,518",N,N,"±2,146","±3,170","±7,327","±5,590",,"±2,561","±4,668","±6,987","±6,542","±3,734","±4,862","±4,241","±9,756","±5,856",,"±10,553","±6,160","±11,274",,"±1,884"
"Congressional District 17 (116th Congress), Texas!!Percent!!Estimate",(X),,30.70%,23.10%,29.00%,17.20%,,49.20%,50.80%,,78.70%,14.10%,2.80%,N,N,1.50%,2.30%,20.30%,60.80%,,2.80%,7.00%,26.60%,27.90%,8.00%,18.30%,9.40%,90.20%,27.70%,,(X),15.80%,84.20%,,(X)
"Congressional District 17 (116th Congress), Texas!!Percent!!Margin of Error",(X),,±0.7,±1.0,±0.8,±0.5,,±0.6,±0.6,,±0.9,±0.9,±0.5,N,N,±0.4,±0.6,±1.1,±1.0,,±0.5,±0.8,±1.2,±1.0,±0.7,±0.9,±0.7,±0.9,±1.0,,(X),±1.2,±1.2,,(X)
"Congressional District 18 (116th Congress), Texas!!Total!!Estimate","489,098",,"137,166","130,346","146,058","75,528",,"238,628","250,470",,"214,580","207,928","21,047",N,N,"30,092","12,773","140,801","109,965",,"21,432","43,901","151,635","120,045","37,175","74,182","40,728","423,765","114,910",,"471,004","72,255","398,749",,"50,947"
"Congressional District 18 (116th Congress), Texas!!Total!!Margin of Error","±17,036",,"±9,457","±9,305","±7,184","±4,161",,"±10,111","±9,984",,"±11,897","±10,668","±4,172",N,N,"±5,089","±3,988","±11,205","±7,722",,"±3,605","±4,739","±9,543","±9,141","±4,068","±5,563","±3,781","±15,439","±6,913",,"±17,000","±6,898","±16,593",,"±1,989"
"Congressional District 18 (116th Congress), Texas!!Percent!!Estimate",(X),,28.00%,26.70%,29.90%,15.40%,,48.80%,51.20%,,43.90%,42.50%,4.30%,N,N,6.20%,2.60%,28.80%,22.50%,,4.40%,9.00%,31.00%,24.50%,7.60%,15.20%,8.30%,86.60%,23.50%,,(X),15.30%,84.70%,,(X)
"Congressional District 18 (116th Congress), Texas!!Percent!!Margin of Error",(X),,±1.6,±1.5,±1.2,±0.8,,±1.1,±1.1,,±1.7,±1.7,±0.8,N,N,±1.0,±0.8,±1.8,±1.5,,±0.7,±0.9,±1.5,±1.6,±0.8,±1.1,±0.8,±1.0,±1.4,,(X),±1.4,±1.4,,(X)
"Congressional District 19 (116th Congress), Texas!!Total!!Estimate","516,199",,"142,072","125,664","145,516","102,947",,"256,969","259,230",,"441,968","31,102","4,942",N,N,"24,070",N,"165,753","307,143",,"29,085","41,101","158,219","141,611","35,959","75,251","34,973","446,013","110,224",,"484,691","68,475","416,216",,"56,142"
"Congressional District 19 (116th Congress), Texas!!Total!!Margin of Error","±5,939",,"±3,194","±4,334","±3,579","±2,455",,"±3,931","±2,978",,"±6,207","±2,473",±973,N,N,"±3,906",N,"±4,391","±3,276",,"±3,264","±3,479","±6,737","±6,519","±4,065","±3,689","±2,516","±7,530","±4,361",,"±6,574","±5,158","±6,974",,"±1,503"
"Congressional District 19 (116th Congress), Texas!!Percent!!Estimate",(X),,27.50%,24.30%,28.20%,19.90%,,49.80%,50.20%,,85.60%,6.00%,1.00%,N,N,4.70%,N,32.10%,59.50%,,5.60%,8.00%,30.70%,27.40%,7.00%,14.60%,6.80%,86.40%,21.40%,,(X),14.10%,85.90%,,(X)
"Congressional District 19 (116th Congress), Texas!!Percent!!Margin of Error",(X),,±0.5,±0.7,±0.7,±0.4,,±0.4,±0.4,,±0.9,±0.5,±0.2,N,N,±0.7,N,±0.6,±0.6,,±0.6,±0.7,±1.3,±1.2,±0.8,±0.7,±0.5,±0.9,±0.8,,(X),±1.0,±1.0,,(X)
"Congressional District 20 (116th Congress), Texas!!Total!!Estimate","547,526",,"155,266","148,345","154,546","89,369",,"266,163","281,363",,"439,251","29,825","12,596",N,N,"39,459","19,371","358,789","137,822",,"26,915","46,628","154,264","150,854","47,966","79,510","41,389","473,983","120,899",,"535,873","70,152","465,721",,"57,547"
"Congressional District 20 (116th Congress), Texas!!Total!!Margin of Error","±16,919",,"±8,655","±7,877","±6,167","±4,375",,"±9,928","±10,452",,"±15,982","±3,711","±2,150",N,N,"±7,187","±4,060","±14,928","±6,714",,"±3,442","±6,342","±9,364","±7,923","±5,032","±5,835","±3,260","±15,314","±6,162",,"±16,739","±7,849","±16,349",,"±2,440"
"Congressional District 20 (116th Congress), Texas!!Percent!!Estimate",(X),,28.40%,27.10%,28.20%,16.30%,,48.60%,51.40%,,80.20%,5.40%,2.30%,N,N,7.20%,3.50%,65.50%,25.20%,,4.90%,8.50%,28.20%,27.60%,8.80%,14.50%,7.60%,86.60%,22.10%,,(X),13.10%,86.90%,,(X)
"Congressional District 20 (116th Congress), Texas!!Percent!!Margin of Error",(X),,±1.1,±1.1,±0.9,±0.8,,±1.0,±1.0,,±1.5,±0.7,±0.4,N,N,±1.3,±0.7,±1.4,±1.1,,±0.6,±1.1,±1.4,±1.2,±0.9,±1.0,±0.6,±1.3,±1.1,,(X),±1.4,±1.4,,(X)
"Congressional District 21 (116th Congress), Texas!!Total!!Estimate","628,280",,"138,764","156,048","194,031","139,437",,"303,448","324,832",,"547,033","26,814","17,266",N,N,"14,816","16,630","163,505","407,798",,"11,035","23,357","123,963","147,784","46,584","179,343","96,214","593,888","275,557",,"615,106","52,470","562,636",,"75,144"
"Congressional District 21 (116th Congress), Texas!!Total!!Margin of Error","±15,176",,"±7,978","±8,236","±8,519","±4,403",,"±8,988","±8,649",,"±14,234","±4,362","±3,416",N,N,"±2,132","±2,855","±8,791","±11,139",,"±2,961","±3,448","±8,357","±9,143","±5,063","±9,148","±6,181","±14,997","±11,704",,"±14,650","±6,522","±14,487",,"±3,248"
