Label (Grouping),Citizens 18 years and over, AGE, 18 to 29 years, 30 to 44 years, 45 to 64 years, 65 years and over, SEX, Male, Female, RACE AND HISPANIC ORIGIN, White alone, Black or African American alone, Asian alone, American Indian and Alaska Native alone, Native Hawaiian and Other Pacific Islander alone, Some Other Race alone, Two or More Races, Hispanic or Latino," White alone, Not Hispanic or Latino", EDUCATIONAL ATTAINMENT, Less than 9th grade," 9th to 12th grade, no diploma", High school graduate (includes equivalency)," Some college, no degree", Associate's degree, Bachelor's degree, Graduate or professional degree, High school degree or higher, Bachelor's degree or higher, POVERTY STATUS," Total Citizens, 18 years and older, for whom poverty status is determined", Income in the past 12 months below poverty level, Income in the past 12 months at or above the poverty level, HOUSEHOLD INCOME (IN 2019 INFLATION-ADJUSTED DOLLARS)," Median Household Income for Households with a Citizen, Voting-Age Householder"
4828_!!Total!!Estimate,441163,,120937,115239,127676,77311,,216803,224360,,382026,N,3216,N,N,20819,10097,315933,96093,,33080,46587,130526,107643,36227,62214,24886,361496,87100,,437776,59165,378611,,60221
4828_!!Total!!Margin of Error,±12165,,±6241,±5574,±6092,±4030,,±7190,±7368,,±11261,N,±1104,N,N,±3947,±2164,±10821,±4626,,±3393,±5067,±8149,±6650,±4185,±6118,±2932,±11812,±6596,,±12335,±5339,±11480,,±2753
4828_!!Percent!!Estimate,(X),,27.40%,26.10%,28.90%,17.50%,,49.10%,50.90%,,86.60%,N,0.70%,N,N,4.70%,2.30%,71.60%,21.80%,,7.50%,10.60%,29.60%,24.40%,8.20%,14.10%,5.60%,81.90%,19.70%,,(X),13.50%,86.50%,,(X)
4828_!!Percent!!Margin of Error,(X),,±1.1,±1.1,±1.1,±0.9,,±0.9,±0.9,,±1.4,N,±0.2,N,N,±0.9,±0.5,±1.2,±1.0,,±0.8,±1.1,±1.6,±1.3,±0.9,±1.3,±0.7,±1.3,±1.5,,(X),±1.1,±1.1,,(X)
4829_!!Total!!Estimate,394689,,114483,112245,109795,58166,,192257,202432,,263535,55590,9064,N,N,60057,5202,269552,N,,41255,52724,135993,90294,26496,33778,14149,300710,47927,,393817,66807,327010,,52096
4829_!!Total!!Margin of Error,±16208,,±8615,±8339,±7182,±4212,,±9361,±8903,,±13409,±8355,±3132,N,N,±6842,±2169,±13030,N,,±3712,±5239,±9293,±7970,±3905,±3605,±2407,±14013,±4151,,±16315,±7536,±15732,,±3455
4829_!!Percent!!Estimate,(X),,29.00%,28.40%,27.80%,14.70%,,48.70%,51.30%,,66.80%,14.10%,2.30%,N,N,15.20%,1.30%,68.30%,N,,10.50%,13.40%,34.50%,22.90%,6.70%,8.60%,3.60%,76.20%,12.10%,,(X),17.00%,83.00%,,(X)
4829_!!Percent!!Margin of Error,(X),,±1.6,±1.7,±1.4,±1.1,,±1.1,±1.1,,±2.2,±1.9,±0.8,N,N,±1.6,±0.6,±2.1,N,,±0.9,±1.2,±1.8,±1.7,±0.9,±0.9,±0.6,±1.4,±1.1,,(X),±1.8,±1.8,,(X)
4830_!!Total!!Estimate,476002,,122467,120946,153412,79177,,222859,253143,,194869,241195,8638,N,N,21436,8274,114336,107310,,19927,42374,150417,124759,29644,71549,37332,413701,108881,,464288,65047,399241,,51895
4830_!!Total!!Margin of Error,±13336,,±7422,±6479,±6399,±3946,,±7968,±7939,,±9616,±10759,±2417,N,N,±5494,±2043,±8818,±8203,,±2936,±4123,±9645,±8891,±3873,±6509,±3420,±13086,±7994,,±13306,±5859,±12865,,±1803
4830_!!Percent!!Estimate,(X),,25.70%,25.40%,32.20%,16.60%,,46.80%,53.20%,,40.90%,50.70%,1.80%,N,N,4.50%,1.70%,24.00%,22.50%,,4.20%,8.90%,31.60%,26.20%,6.20%,15.00%,7.80%,86.90%,22.90%,,(X),14.00%,86.00%,,(X)
